"Genes","ENSMBLID","chr","start","stop"
"RP11-553P9.1","ENSG00000250144.1","chr4",135966619,135968005
"HNRNPDL","ENSG00000152795.13","chr4",83343717,83351294
"UGT2B28","ENSG00000135226.12","chr4",70146217,70160768
"TIFA","ENSG00000145365.10","chr4",113195698,113207059
"RP11-297P16.3","ENSG00000251577.1","chr4",104469902,104545691
"AGPAT9","ENSG00000138678.6","chr4",84457067,84527028
"RP11-565A3.2","ENSG00000250590.1","chr4",188454032,188593795
"RP11-310A13.2","ENSG00000248305.1","chr4",139402409,139403250
"RP11-74M11.2","ENSG00000248300.1","chr4",11742572,11771092
"Y_RNA","ENSG00000207384.1","chr4",140121549,140121667
"MIR302B","ENSG00000249532.2","chr4",113567632,113571207
"RP11-478C6.6","ENSG00000251188.1","chr4",262771,263320
"RP11-681L8.1","ENSG00000254044.1","chr4",98255786,98554974
"GRXCR1","ENSG00000215203.2","chr4",42895284,43032675
"TRIM2","ENSG00000109654.10","chr4",154073494,154260472
"RP11-468N14.8","ENSG00000249985.1","chr4",69773636,69773752
"LARP1BP1","ENSG00000231442.3","chr4",64215832,64217190
"AC078852.2","ENSG00000253399.1","chr4",1352267,1353249
"GPM6A","ENSG00000150625.12","chr4",176554085,176923815
"FRG2","ENSG00000205097.2","chr4",190945506,190948412
"RP13-577H12.3","ENSG00000250200.1","chr4",175844964,175845189
"TNIP2","ENSG00000168884.10","chr4",2743375,2758103
"EVC","ENSG00000072840.8","chr4",5712924,5830772
"HTRA3","ENSG00000170801.5","chr4",8271492,8308838
"MIR4455","ENSG00000263458.1","chr4",185859537,185859594
"AMBN","ENSG00000178522.10","chr4",71457973,71473005
"RP11-153M7.5","ENSG00000249309.1","chr4",154641479,154648874
"COPS4","ENSG00000138663.4","chr4",83955600,83996971
"GABRB1","ENSG00000163288.9","chr4",46995740,47428461
"Z95704.1","ENSG00000207643.1","chr4",65017,65125
"PAQR3","ENSG00000163291.10","chr4",79808281,79860592
"RP11-802H3.2","ENSG00000248417.1","chr4",33435132,33439499
"RPS3AP17","ENSG00000244031.3","chr4",29964266,29965380
"RP11-294O2.1","ENSG00000248162.1","chr4",165646462,165647858
"RNU6-506P","ENSG00000252362.1","chr4",140152180,140152273
"RP11-84A1.1","ENSG00000225405.3","chr4",62971378,62971767
"AC108078.1","ENSG00000264696.1","chr4",70345049,70345152
"snoU13","ENSG00000238383.1","chr4",22351073,22351177
"HSBP1P2","ENSG00000166530.7","chr4",111173027,111173255
"AC004053.1","ENSG00000245384.1","chr4",105412122,105618749
"AC092846.1","ENSG00000222262.1","chr4",24422799,24422924
"RP11-692E14.1","ENSG00000248376.2","chr4",184340043,184340958
"TXK","ENSG00000074966.6","chr4",48068410,48136273
"LRBA","ENSG00000198589.6","chr4",151185594,151936879
"PDE5A","ENSG00000138735.11","chr4",120415550,120550146
"RPL21P50","ENSG00000228489.1","chr4",124666905,124667381
"RNA5SP160","ENSG00000201736.1","chr4",40992171,40992290
"PLA2G12A","ENSG00000123739.6","chr4",110631145,110651233
"RP11-468N14.5","ENSG00000251529.1","chr4",69743344,69745849
"RP11-45I20.1","ENSG00000235149.1","chr4",186839294,186840614
"PAICS","ENSG00000128050.4","chr4",57301907,57327534
"snoU13","ENSG00000238694.1","chr4",34967863,34967966
"RP11-622A1.2","ENSG00000250436.1","chr4",74374520,74399845
"HTN1","ENSG00000126550.4","chr4",70916119,70924562
"RP11-115D19.1","ENSG00000251095.2","chr4",90472507,90647654
"RP11-714L20.1","ENSG00000251632.1","chr4",138466885,138524584
"RP11-372K14.2","ENSG00000270681.1","chr4",152061143,152062255
"RP11-584P21.4","ENSG00000250030.2","chr4",68311985,68312292
"RP13-884E18.2","ENSG00000250126.1","chr4",138566419,138576328
"RNU6-998P","ENSG00000251703.1","chr4",57868858,57868958
"CWH43","ENSG00000109182.7","chr4",48988264,49064098
"RP11-650J17.1","ENSG00000248152.1","chr4",113900746,113993118
"LRRC37A15P","ENSG00000230069.3","chr4",103648431,103651878
"RP11-584P21.2","ENSG00000250075.1","chr4",68283023,68333969
"AL590235.1","ENSG00000268781.1","chr4",3511523,3511678
"RP11-290F5.2","ENSG00000180712.3","chr4",185261909,185275130
"TMEM155","ENSG00000164112.8","chr4",122680088,122686582
"TLL1","ENSG00000038295.3","chr4",166794410,167025047
"Y_RNA","ENSG00000200658.1","chr4",99094935,99095030
"RP11-214O14.1","ENSG00000241651.3","chr4",128990169,128990767
"HSD17B11","ENSG00000198189.6","chr4",88257762,88312538
"RP11-529H22.1","ENSG00000250980.1","chr4",153717215,153717983
"UGT8","ENSG00000174607.6","chr4",115519611,115599380
"PLK4","ENSG00000142731.6","chr4",128802016,128820350
"CXCL9","ENSG00000138755.5","chr4",76922428,76928641
"AC092846.2","ENSG00000265001.1","chr4",24431455,24431523
"RP11-1267H10.4","ENSG00000248635.1","chr4",69570318,69578216
"RP11-1281K21.2","ENSG00000249828.2","chr4",49205188,49205743
"RP11-468N14.09","ENSG00000198277.5","chr4",69780640,69790459
"MIR4449","ENSG00000264585.1","chr4",53578849,53578914
"AC110611.1","ENSG00000222954.1","chr4",56796148,56796239
"FAM47E","ENSG00000189157.9","chr4",77135193,77204933
"RNU1-51P","ENSG00000202215.1","chr4",190630693,190630868
"RP11-73G16.2","ENSG00000248991.1","chr4",152840620,152865085
"RP11-529H2.1","ENSG00000250572.1","chr4",88183083,88187974
"MIR574","ENSG00000207944.1","chr4",38869653,38869748
"MIR576","ENSG00000207988.1","chr4",110409854,110409951
"RP11-270L13.1","ENSG00000224560.3","chr4",45416354,45416927
"RP11-87F15.2","ENSG00000248980.1","chr4",177229419,177241609
"RP11-73G16.1","ENSG00000251249.1","chr4",152877143,152890533
"RP11-109E24.2","ENSG00000260519.1","chr4",42659513,42659945
"ZSWIM5P3","ENSG00000248958.2","chr4",130057081,130060895
"RP11-630D6.1","ENSG00000225846.4","chr4",76957903,76958217
"AC113617.1","ENSG00000228358.1","chr4",118281781,118294008
"CLUHP4","ENSG00000249003.1","chr4",190979057,190984160
"AC006499.5","ENSG00000250573.1","chr4",10261069,10261762
"SNORA3","ENSG00000221639.1","chr4",74129677,74129801
"RP11-367N14.3","ENSG00000272744.1","chr4",184438047,184438680
"RCHY1","ENSG00000163743.9","chr4",76404247,76439974
"Z95704.3","ENSG00000250238.1","chr4",105845,107000
"SLC25A14P1","ENSG00000213608.5","chr4",84398677,84399577
"RP11-540E16.2","ENSG00000251336.1","chr4",182741172,182751126
"RP11-100N20.1","ENSG00000251059.1","chr4",82086094,82114549
"CYTL1","ENSG00000170891.6","chr4",5016313,5021199
"SLC39A8","ENSG00000138821.8","chr4",103172198,103352415
"SEC24D","ENSG00000150961.10","chr4",119643978,119759838
"RP11-498E11.2","ENSG00000249351.2","chr4",66082334,66083151
"RNU6-836P","ENSG00000199790.1","chr4",41086624,41086730
"ARHGAP10","ENSG00000071205.7","chr4",148653214,148993931
"RP11-103J17.2","ENSG00000261761.2","chr4",37003438,37022330
"RP11-766F14.2","ENSG00000248713.1","chr4",100557686,100575805
"STX18-AS1","ENSG00000247708.3","chr4",4543858,4712665
"STIM2","ENSG00000109689.10","chr4",26859300,27027003
"PHF17","ENSG00000077684.11","chr4",129730779,129796379
"UGT2A3P7","ENSG00000248886.2","chr4",70383385,70384118
"RP11-617D20.2","ENSG00000271958.1","chr4",38619886,38621058
"ANXA5","ENSG00000164111.10","chr4",122589110,122618268
"MND1","ENSG00000121211.3","chr4",154265801,154336270
"RNA5SP172","ENSG00000201931.1","chr4",178378265,178378382
"TBCK","ENSG00000145348.12","chr4",106962756,107242652
"RP11-286E11.2","ENSG00000249604.1","chr4",108857187,108862411
"AC108211.1","ENSG00000221189.1","chr4",157217713,157217798
"FGFRL1","ENSG00000127418.10","chr4",1003724,1020685
"RP11-335L23.5","ENSG00000272784.1","chr4",184015576,184016209
"MTND6P17","ENSG00000249770.1","chr4",156373678,156374196
"Y_RNA","ENSG00000207497.1","chr4",186631027,186631121
"RP11-345F18.1","ENSG00000250821.1","chr4",56686169,56703548
"RP11-234O6.2","ENSG00000249568.1","chr4",162300105,162309569
"SNORD75","ENSG00000221711.1","chr4",78623900,78623957
"AF213884.1","ENSG00000251572.2","chr4",103382407,103383309
"MIR302C","ENSG00000199102.1","chr4",113569519,113569586
"AC079341.1","ENSG00000226757.1","chr4",122685740,122687962
"RP11-39C10.1","ENSG00000250746.1","chr4",165109463,165111519
"RP11-647P12.2","ENSG00000271302.1","chr4",122039454,122039889
"RP11-453O5.1","ENSG00000249547.1","chr4",23236248,23287196
"TMEM129","ENSG00000168936.6","chr4",1717679,1723085
"RP11-20I20.2","ENSG00000251652.1","chr4",1107427,1126765
"PGBD4P4","ENSG00000248877.2","chr4",131415828,131416440
"MEPE","ENSG00000152595.12","chr4",88742563,88767969
"USP17L5","ENSG00000227140.3","chr4",9341129,9342721
"RP11-324J13.2","ENSG00000248143.1","chr4",43459544,43494560
"ZNF718","ENSG00000250312.2","chr4",124386,157779
"RP11-308K2.1","ENSG00000249747.1","chr4",188123140,188130500
"RP11-542P2.1","ENSG00000205301.7","chr4",141363416,141419531
"AC024132.1","ENSG00000205830.1","chr4",27209127,27220026
"TMEM156","ENSG00000121895.7","chr4",38968365,39034542
"UGT2B15","ENSG00000196620.4","chr4",69512348,69536346
"AC119751.4","ENSG00000223099.1","chr4",49601445,49601526
"GIMD1","ENSG00000250298.1","chr4",107279555,107288359
"RP13-488H8.1","ENSG00000250214.1","chr4",78785662,78785958
"AC110810.1","ENSG00000265085.1","chr4",63461095,63461180
"RP11-614F17.2","ENSG00000251676.1","chr4",132694457,132712637
"AC093807.1","ENSG00000265627.1","chr4",26639012,26639112
"RNU6-35P","ENSG00000207260.1","chr4",110913481,110913587
"RP11-535C7.1","ENSG00000251040.1","chr4",52910971,52913120
"RP11-192C21.1","ENSG00000241411.1","chr4",135873414,135874044
"RP11-679C8.2","ENSG00000250938.1","chr4",120988113,121337921
"RP11-391J13.1","ENSG00000249411.1","chr4",175938167,175940365
"MIR4799","ENSG00000264274.1","chr4",148703746,148703819
"CXCL11","ENSG00000169248.8","chr4",76954835,76962568
"RNU6-310P","ENSG00000207385.1","chr4",54131628,54131734
"RP11-453E17.3","ENSG00000270228.1","chr4",68584714,68589980
"U3","ENSG00000251979.1","chr4",160428047,160428180
"RP11-420A23.1","ENSG00000251432.2","chr4",129213906,129440549
"CTBP1","ENSG00000159692.11","chr4",1205236,1243741
"RP11-775H9.3","ENSG00000261166.1","chr4",137018952,137020395
"CDKN2AIP","ENSG00000168564.5","chr4",184365744,184369351
"AC096732.2","ENSG00000226655.1","chr4",124666078,124666828
"NACA3P","ENSG00000121089.4","chr4",165864442,165865089
"RNU6-578P","ENSG00000212282.1","chr4",12314212,12314314
"RP11-597D13.9","ENSG00000248429.1","chr4",159091904,159124029
"NKX3-2","ENSG00000109705.7","chr4",13542454,13546674
"RP11-341G5.2","ENSG00000224569.3","chr4",13978790,13979652
"RP11-279O9.4","ENSG00000249679.1","chr4",186392670,186393417
"RP11-1267H10.1","ENSG00000251101.1","chr4",69481111,69481855
"PPP3CA","ENSG00000138814.12","chr4",101944566,102269435
"AREGB","ENSG00000205595.3","chr4",75480629,75490486
"ARAP2","ENSG00000047365.7","chr4",35949843,36246131
"RNU6-204P","ENSG00000199335.1","chr4",3045828,3045934
"CNOT6L","ENSG00000138767.8","chr4",78634541,78740769
"RP11-58H15.3","ENSG00000250540.1","chr4",144418565,144419279
"RP11-415C15.1","ENSG00000251080.1","chr4",27135618,27141673
"RP11-502M1.1","ENSG00000250997.1","chr4",161442981,161443463
"STK32B","ENSG00000152953.8","chr4",5053169,5502725
"ADH6","ENSG00000172955.13","chr4",100123795,100140694
"RN7SL193P","ENSG00000239679.2","chr4",43865291,43865563
"TBC1D1","ENSG00000065882.11","chr4",37892708,38140796
"PES1P1","ENSG00000248191.1","chr4",135248218,135249953
"RNU6-1252P","ENSG00000199924.1","chr4",53361015,53361118
"FIP1L1","ENSG00000145216.11","chr4",54243810,55161439
"RP11-556I14.2","ENSG00000248242.1","chr4",105575031,105887950
"TMEM144","ENSG00000164124.6","chr4",159122756,159176563
"C4orf46","ENSG00000205208.4","chr4",159587831,159593407
"RN7SKP137","ENSG00000223006.1","chr4",121982327,121982633
"RPSAP34","ENSG00000239939.1","chr4",109328999,109329734
"RP11-436F23.1","ENSG00000249330.1","chr4",46392272,46435205
"AC095064.1","ENSG00000266377.1","chr4",160044785,160044836
"PI4K2B","ENSG00000038210.9","chr4",25162263,25280714
"AC116562.2","ENSG00000264106.1","chr4",4038811,4038914
"RP11-148B6.2","ENSG00000250046.3","chr4",113614203,113627966
"SNCA","ENSG00000145335.11","chr4",90645250,90759466
"MRFAP1","ENSG00000179010.10","chr4",6641818,6644472
"RP11-710F7.3","ENSG00000249635.1","chr4",106924474,106943635
"NT5C3AP1","ENSG00000213492.2","chr4",118495667,118497329
"SMARCAD1","ENSG00000163104.13","chr4",95128762,95212443
"RP11-366M4.17","ENSG00000249617.1","chr4",165967121,165967432
"RNU6-412P","ENSG00000252243.1","chr4",46533254,46533359
"USP17L12","ENSG00000227551.1","chr4",9221878,9223470
"FCF1P8","ENSG00000251111.2","chr4",56217979,56218575
"RP11-630D6.5","ENSG00000245928.2","chr4",76901943,76927095
"ZCCHC4","ENSG00000168228.10","chr4",25314407,25372005
"KIAA0232","ENSG00000170871.7","chr4",6783102,6885897
"CPZ","ENSG00000109625.14","chr4",8594387,8621488
"KLHL5","ENSG00000109790.12","chr4",39046659,39128477
"SMIM14","ENSG00000163683.7","chr4",39547950,39640710
"GRIA2","ENSG00000120251.14","chr4",158125334,158287227
"RP11-627H22.6","ENSG00000249386.1","chr4",156380022,156380715
"RP11-1J7.1","ENSG00000248262.1","chr4",11916291,11921312
"MIR573","ENSG00000207697.1","chr4",24521815,24521913
"USP46","ENSG00000109189.8","chr4",53457138,53525502
"FBXL5","ENSG00000118564.10","chr4",15606162,15683302
"RNY4P17","ENSG00000201818.1","chr4",169926400,169926495
"ALG1L7P","ENSG00000251271.2","chr4",3937174,3944248
"DCTD","ENSG00000129187.10","chr4",183811213,183839089
"RP11-548H18.2","ENSG00000249244.1","chr4",120312986,120316490
"TIGD4","ENSG00000169989.2","chr4",153690506,153700916
"RP11-84H6.1","ENSG00000241877.1","chr4",179207849,179208439
"ZEB2P1","ENSG00000249506.3","chr4",16362309,16398946
"LINC00575","ENSG00000231782.2","chr4",83534266,83542590
"NR3C2","ENSG00000151623.10","chr4",148999913,149365850
"RP11-302F12.2","ENSG00000228154.3","chr4",25624399,25625223
"RP11-425A23.1","ENSG00000251298.1","chr4",148530703,148538396
"KLF3","ENSG00000109787.8","chr4",38665817,38702663
"RP11-241F15.1","ENSG00000248583.1","chr4",49488943,49491571
"RP11-352E6.1","ENSG00000249995.1","chr4",12640710,12642633
"AC105316.1","ENSG00000216089.1","chr4",160216866,160216935
"RP11-701P16.5","ENSG00000251230.1","chr4",185765739,185776905
"SNX5P1","ENSG00000249858.2","chr4",77265703,77266743
"SLIT2-IT1","ENSG00000248228.1","chr4",20393812,20396479
"WDFY3-AS1","ENSG00000251260.1","chr4",85724411,85731544
"PRIMPOL","ENSG00000164306.6","chr4",185570767,185616117
"RNU6-583P","ENSG00000251821.1","chr4",128813146,128813237
"AC110792.1","ENSG00000269506.1","chr4",54927213,54927377
"RP11-10G12.2","ENSG00000251516.1","chr4",22609124,22612686
"RN7SKP275","ENSG00000201496.1","chr4",5460308,5460608
"DANCR","ENSG00000226950.2","chr4",53578597,53586518
"RP11-1281K21.10","ENSG00000268967.1","chr4",49550581,49550872
"AC109925.1","ENSG00000203436.1","chr4",95371802,95372043
"RP11-1191J2.5","ENSG00000272927.1","chr4",654998,655734
"USP17L20","ENSG00000250745.1","chr4",9259850,9261442
"RP11-791G16.2","ENSG00000227304.3","chr4",83415939,83417431
"RHOH","ENSG00000168421.8","chr4",40192673,40248587
"AC095061.1","ENSG00000216027.1","chr4",61529667,61529756
"USP17L27","ENSG00000235780.3","chr4",9345874,9347466
"Y_RNA","ENSG00000201314.1","chr4",146879280,146879392
"TMEM154","ENSG00000170006.7","chr4",153539784,153601317
"AC093897.1","ENSG00000221183.1","chr4",79109490,79109577
"RP11-360F5.1","ENSG00000249207.1","chr4",39114297,39128438
"RP11-231C18.1","ENSG00000248184.1","chr4",55199059,55222121
"ERVMER34-1","ENSG00000226887.3","chr4",53588785,53617807
"RN7SKP248","ENSG00000252087.1","chr4",91291274,91291578
"RP11-384D10.1","ENSG00000248755.1","chr4",172090360,172091093
"COX5BP1","ENSG00000248448.2","chr4",82841148,82841540
"AC098830.1","ENSG00000252092.1","chr4",13660251,13660337
"RP11-27G13.1","ENSG00000249924.2","chr4",156207314,156208288
"RN7SL28P","ENSG00000244512.2","chr4",185200089,185200384
"RP11-148K14.1","ENSG00000250464.1","chr4",56179178,56180091
"RP11-326I19.3","ENSG00000273396.1","chr4",4846164,4852554
"SRD5A3","ENSG00000128039.6","chr4",56212276,56239263
"PRMT10","ENSG00000164169.8","chr4",148558936,148605381
"RP11-10G12.1","ENSG00000244538.1","chr4",22595819,22596073
"RP11-790I12.3","ENSG00000250828.1","chr4",70303075,70306768
"OR7E163P","ENSG00000251166.1","chr4",3891083,3891976
"SCOC","ENSG00000153130.13","chr4",141178440,141306880
"RN7SL822P","ENSG00000239545.2","chr4",56081793,56082079
"ATP1B1P1","ENSG00000249212.1","chr4",42031226,42032140
"MRPL22P1","ENSG00000250324.2","chr4",57186885,57187500
"RP11-27G13.3","ENSG00000250205.1","chr4",156302194,156302391
"AC118282.4","ENSG00000266337.1","chr4",49211391,49211465
"HERC6","ENSG00000138642.10","chr4",89299891,89364263
"MIR943","ENSG00000216105.1","chr4",1988111,1988204
"snoU13","ENSG00000238579.1","chr4",57860241,57860336
"RP11-170N16.3","ENSG00000273007.1","chr4",123803033,123805867
"SNORA31","ENSG00000253013.1","chr4",187051175,187051309
"RP11-313E19.1","ENSG00000248480.1","chr4",177552543,177554382
"RP11-344G13.1","ENSG00000248872.1","chr4",171961753,171980314
"RP11-635L1.3","ENSG00000249609.1","chr4",169750070,169754088
"RP11-1E1.1","ENSG00000214062.5","chr4",78003556,78004279
"RNA5SP169","ENSG00000253077.1","chr4",152892649,152892765
"RP11-281P23.1","ENSG00000251152.1","chr4",11470874,11479820
"RP11-468N14.1","ENSG00000251236.1","chr4",69679713,69680445
"USP53","ENSG00000145390.7","chr4",120133742,120216672
"RP11-539G18.2","ENSG00000255458.1","chr4",39640760,39668264
"RP11-468N14.11","ENSG00000250277.2","chr4",69862653,69863427
"RP11-722M1.1","ENSG00000248215.1","chr4",36498159,36643522
"MXD4","ENSG00000123933.10","chr4",2249159,2264021
"CTSO","ENSG00000256043.2","chr4",156845270,156875069
"RP11-51M24.1","ENSG00000249875.1","chr4",175276005,175297596
"RNU6-1096P","ENSG00000252898.1","chr4",174367754,174367855
"RP11-9B6.1","ENSG00000248511.1","chr4",93218402,93225329
"RP11-789C1.1","ENSG00000250266.1","chr4",171195070,171204230
"RNU6-520P","ENSG00000207448.1","chr4",71567472,71567575
"THAP6","ENSG00000174796.8","chr4",76439156,76475683
"UNC5C","ENSG00000182168.10","chr4",96083655,96470357
"RN7SL127P","ENSG00000242175.2","chr4",79820009,79820306
"snoU13","ENSG00000238802.1","chr4",129677181,129677284
"RP11-366H4.1","ENSG00000248370.1","chr4",189081219,189082293
"RP11-402C9.1","ENSG00000248266.1","chr4",183066005,183111535
"IL8","ENSG00000169429.6","chr4",74606223,74609433
"HNRNPD","ENSG00000138668.14","chr4",83273651,83295656
"LEF1-AS1","ENSG00000232021.2","chr4",109088681,109177992
"FOSL1P1","ENSG00000248394.1","chr4",129076544,129077359
"TMED11P","ENSG00000215367.6","chr4",1108985,1147514
"ELMOD2","ENSG00000179387.5","chr4",141445312,141474924
"MIR3139","ENSG00000265623.1","chr4",144264613,144264688
"ARSJ","ENSG00000180801.11","chr4",114821440,114900883
"RP11-341G5.1","ENSG00000250634.1","chr4",13656803,13978699
"HPGD","ENSG00000164120.9","chr4",175411328,175444305
"RP11-73G16.3","ENSG00000249818.1","chr4",152826084,152849800
"AC112249.1","ENSG00000221118.1","chr4",77414400,77414539
"NPM1P41","ENSG00000248543.2","chr4",82931818,82934248
"RP13-497K6.1","ENSG00000249453.1","chr4",23781213,23784183
"LRRC66","ENSG00000188993.3","chr4",52859868,52883786
"RP11-4O3.2","ENSG00000249831.2","chr4",58586201,58590821
"IGBP1P4","ENSG00000250325.1","chr4",83322731,83323609
"RP11-171N4.4","ENSG00000248912.1","chr4",157607816,157613788
"RP11-326I11.1","ENSG00000249056.1","chr4",185480329,185480937
"MIR4452","ENSG00000266515.1","chr4",87463635,87463705
"PCNAP1","ENSG00000249065.2","chr4",100081671,100082802
"GPR78","ENSG00000155269.7","chr4",8560452,8621486
"ADH4","ENSG00000198099.4","chr4",100044808,100078949
"RBPJ","ENSG00000168214.16","chr4",26165077,26436541
"RPS7P15","ENSG00000237170.3","chr4",4508805,4509504
"RP11-366M4.15","ENSG00000250430.1","chr4",165947413,165948096
"HMGB1P28","ENSG00000249745.1","chr4",41844171,41845967
"RP11-8L2.1","ENSG00000250546.1","chr4",84717589,85214565
"MAD2L1","ENSG00000164109.9","chr4",120976763,120988229
"RP11-21G20.4","ENSG00000249692.1","chr4",155691720,155692068
"OR7E83P","ENSG00000249866.1","chr4",9514554,9515523
"RP11-785F11.1","ENSG00000250341.1","chr4",138114910,138119521
"HNRNPA1P65","ENSG00000248444.1","chr4",24773089,24774042
"MAML3","ENSG00000196782.8","chr4",140637907,141075338
"MTND2P31","ENSG00000251252.1","chr4",14507489,14508104
